token,deg,reconnections,recon_cat,recon_gain,w_pre_sum,w_post_sum,gain_ratio,Δlambda2,Δmdl,post_lambda2,post_triad,post_size,band8_old,mod24_old,band8_new,mod24_new,Δband,Δmod24,H_pre,H_post,ΔH,C_pre,C_post,ΔC,mod24,band8,lambda_gain,mdl_gain,braid_simpl,reconn_any,s_gain_ratio,s_dlam,s_mdl,closure_index,in_topq_m24,in_topq_b8,stage0,stage1,stage2,stage3,stage4,stage5,evidence_tier,formal_certified,formal_certified_v2
variety,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False
ve,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False
vector,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False
vs,2,0,0,0,1.4403885448882303,1.0802914086661728,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False
was,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False
weights,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False
what,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False
when,2,0,0,0,1.4403885448882303,1.0802914086661728,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False
why,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False
will,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False
winner,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False
winners,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False
work,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False
would,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False
write,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False
yang-mills,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False
year,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False
yes,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False
you,1,0,0,0,0.7201942724441152,0.5401457043330864,0.75,,,,0.0,,,,,,,,,,,,,,0,0,True,True,True,False,0.0,0.0,0.0,0.4499999999999999,True,False,1,1,1,1,0,0,PROVEN,False,False
